1409764155.55052,Acceleration,-0.0836791992,-0.3322296143,-1.1054077148,,,,,,,,,,,,,,,,
1409764155.60318,Acceleration,-0.1224060059,-0.3385467529,-0.7006988525,,,,,,,,,,,,,,,,
1409764155.85317,Acceleration,-0.1551818848,-0.4489135742,-0.939956665,,,,,,,,,,,,,,,,
1409764155.94495,Gyro,0.1485705667,0.3020536003,-0.1281025758,,,,,,,,,,,,,,,,
1409764155.96091,Motion,0.1102613509,0.2886943221,-0.1050443053,-0.0738559794,0.291804452,0.0105442462,0.1102613509,0.2886943221,-0.1050443053,-0.0706695318,-0.2876808643,-0.9551154375,0.0364745818,-0.1857383251,-0.0230186973,-1,0,0,0
1409764156.0785,Magnetic,-0.8643188477,139.7921142578,-71.5602416992,,,,,,,,,,,,,,,,
1409764156.08487,Acceleration,0.2073974609,-0.116394043,-1.1738739014,,,,,,,,,,,,,,,,
1409764156.18574,Gyro,-0.0631342284,-0.0086283756,0.093284674,,,,,,,,,,,,,,,,
1409764156.20177,Motion,-0.1014415622,-0.0219869819,0.1163418069,-0.0116600318,0.2993685672,-0.0124962534,-0.1014415622,-0.0219869819,0.1163418069,-0.0111411745,-0.2949169278,-0.9554579258,0.0993217155,0.0335186012,0.0228102412,-1,0,0,0
1409764156.33543,Acceleration,0.0073547363,-0.3462219238,-0.7951202393,,,,,,,,,,,,,,,,
1409764156.33875,Magnetic,0.5185852051,142.5297851563,-73.236114502,,,,,,,,,,,,,,,,
1409764156.4428,Gyro,-0.0687748036,-0.2205169288,0.0485978962,,,,,,,,,,,,,,,,
1409764156.45855,Motion,-0.1074039787,-0.2330141515,0.0714154318,-0.0106974666,0.289722756,0.0014118468,-0.1074039787,-0.2330141515,0.0714154318,-0.0102514345,-0.2856865525,-0.9582682848,0.0535100996,-0.1579627395,0.2198039293,-1,0,0,0
1409764156.56709,Acceleration,-0.0088806152,-0.4718780518,-1.0124359131,,,,,,,,,,,,,,,,
1409764156.59879,Magnetic,0.5185852051,144.5830383301,-71.5602416992,,,,,,,,,,,,,,,,
1409764156.69909,Gyro,-0.1282349349,-0.6960049004,-0.2610406532,,,,,,,,,,,,,,,,
1409764156.71525,Motion,-0.1641006917,-0.7079440355,-0.2383766919,-0.0827250223,0.3063234073,-0.0268530618,-0.1641006917,-0.7079440355,-0.2383766919,-0.078784138,-0.3015552461,-0.9501881599,-0.0294311978,-0.1377910674,-0.2532725632,-1,0,0,0
1409764156.81775,Acceleration,0.053527832,-0.2313537598,-0.9216308594,,,,,,,,,,,,,,,,
1409764156.85948,Magnetic,-1.0371856689,146.1229705811,-73.7388763428,,,,,,,,,,,,,,,,
1409764156.9404,Gyro,0.0834264506,0.0612060998,-0.3767017393,,,,,,,,,,,,,,,,
1409764156.95642,Motion,0.0440780111,0.0475150496,-0.3540947139,-0.0803919556,0.3388927444,-0.1146785495,0.0440780111,0.0475150496,-0.3540947139,-0.0757378861,-0.3324430287,-0.9400773644,0.0637444779,0.0357816406,0.1610551327,-1,0,0,0
1409764157.04957,Acceleration,-0.0729217529,-0.3827362061,-0.7691497803,,,,,,,,,,,,,,,,
1409764157.11946,Magnetic,0.3457183838,145.4385528564,-74.7444152832,,,,,,,,,,,,,,,,
1409764157.1976,Gyro,0.1662880448,0.1441350719,0.0899637122,,,,,,,,,,,,,,,,
1409764157.21314,Motion,0.1273830384,0.1303163171,0.1125984415,-0.0539303437,0.3625305689,-0.1178074952,0.1273830384,0.1303163171,0.1125984415,-0.0504005589,-0.3546414673,-0.9336429834,-0.055876907,-0.1065401882,0.0534397364,-1,0,0,0
1409764157.29999,Acceleration,-0.0489501953,-0.4667358398,-1.0946502686,,,,,,,,,,,,,,,,
1409764157.38001,Magnetic,2.5929260254,147.6629180908,-73.9064788818,,,,,,,,,,,,,,,,
1409764157.45414,Gyro,1.0341722966,0.0175036263,0.4135132835,,,,,,,,,,,,,,,,
1409764157.46986,Motion,0.9957234859,0.0035106118,0.4361908436,0.0219712342,0.3446769396,-0.1222614772,0.9957234859,0.0035106118,0.4361908436,0.0206773244,-0.3378926218,-0.9409574866,0.0373671092,0.0580311865,-0.0334992893,-1,0,0,0
1409764157.53115,Acceleration,-0.010559082,-0.2149047852,-0.9738464355,,,,,,,,,,,,,,,,
1409764157.6402,Magnetic,3.8029632568,145.0963439941,-76.7554779053,,,,,,,,,,,,,,,,
1409764157.69505,Gyro,-0.2409620165,-0.1549946439,0.1383280491,,,,,,,,,,,,,,,,
1409764157.71101,Motion,-0.2795838118,-0.1689777374,0.161008507,-0.0182566617,0.3838902391,-0.0937740406,-0.2795838118,-0.1689777374,0.161008507,-0.0169269033,-0.374530375,-0.9270601273,0.0219775625,-0.0005306541,0.1051149368,-1,0,0,0
1409764157.78224,Acceleration,0.0338745117,-0.4097290039,-0.8469696045,,,,,,,,,,,,,,,,
1409764157.90065,Magnetic,4.3215484619,143.2142028809,-77.2582397461,,,,,,,,,,,,,,,,
1409764157.95211,Gyro,-0.079173915,-0.1117584899,-0.0363755847,,,,,,,,,,,,,,,,
1409764157.96789,Motion,-0.1173572093,-0.1251602769,-0.0137740579,-0.0557676203,0.3679412945,-0.0952176202,-0.1173572093,-0.1251602769,-0.0137740579,-0.0520081148,-0.3596952856,-0.9316192865,0.0891785249,-0.0693666115,-0.4857391417,-1,0,0,0
1409764158.01389,Acceleration,-0.392791748,-0.2115020752,-1.4409637451,,,,,,,,,,,,,,,,
1409764158.16109,Magnetic,6.0501708984,141.5031585693,-80.6100006104,,,,,,,,,,,,,,,,
1409764158.20842,Gyro,0.0885455789,-0.0361558739,-0.2148350746,,,,,,,,,,,,,,,,
1409764158.22478,Motion,0.0503642,-0.0495569929,-0.1922346801,-0.0596652053,0.4351308992,-0.1089748244,0.0503642,-0.0495569929,-0.1922346801,-0.0540731996,-0.4215291142,-0.9052012563,-0.0807534605,0.0857136771,0.1614878774,-1,0,0,0
1409764158.26501,Acceleration,-0.0282440186,-0.3587188721,-0.6822967529,,,,,,,,,,,,,,,,
1409764158.42073,Magnetic,6.9144744873,136.8833465576,-80.7775878906,,,,,,,,,,,,,,,,
1409764158.44968,Gyro,0.059032694,0.1329010595,0.1107390318,,,,,,,,,,,,,,,,
1409764158.46569,Motion,0.0208531972,0.1195005998,0.1333383024,-0.0215804379,0.4463752752,-0.1271053256,0.0208531972,0.1195005998,0.1333383024,-0.0194644295,-0.4316987991,-0.901807785,-0.0445156731,-0.0843686908,0.1596660614,-1,0,0,0
1409764158.49604,Acceleration,-0.0738983154,-0.5509033203,-0.8784637451,,,,,,,,,,,,,,,,
1409764158.68028,Magnetic,9.8531341553,135.0012054443,-80.2748260498,,,,,,,,,,,,,,,,
1409764158.7064,Gyro,0.5884182523,-0.5600329498,0.8025225555,,,,,,,,,,,,,,,,
1409764158.72259,Motion,0.5502406955,-0.5734327435,0.8251206875,0.0375195177,0.3974703998,-0.0876507425,0.5502406955,-0.5734327435,0.8251206875,0.0345864967,-0.3870871961,-0.9213942289,0.0274709985,0.0143149663,0.1800917238,-1,0,0,0
1409764158.74645,Acceleration,-0.0695343018,-0.2788085938,-0.8387756348,,,,,,,,,,,,,,,,
1409764158.9406,Magnetic,11.5817565918,129.5258636475,-82.2858886719,,,,,,,,,,,,,,,,
1409764158.96356,Gyro,0.1671644911,-0.2172758617,0.2750637942,,,,,,,,,,,,,,,,
1409764158.97872,Acceleration,-0.0484619141,-0.440322876,-0.6665802002,,,,,,,,,,,,,,,,
1409764158.97922,Motion,0.1286828518,-0.2306353897,0.2976863086,-0.0297856165,0.4093218596,0.0115400536,0.1286828518,-0.2306353897,0.2976863086,-0.0273210146,-0.3979873061,-0.9169840217,-0.0076521304,-0.0108872121,0.252387464,-1,0,0,0
1409764159.20104,Magnetic,11.9274749756,127.1304016113,-83.9617767334,,,,,,,,,,,,,,,,
1409764159.20434,Gyro,-0.7881955478,-0.5821342574,-0.4233323585,,,,,,,,,,,,,,,,
1409764159.2204,Motion,-0.8265599608,-0.595475316,-0.4007192552,-0.1173141262,0.3957826612,-0.0118776875,-0.8265599608,-0.595475316,-0.4007192552,-0.1079970524,-0.3855304718,-0.9163530469,-0.1018112972,-0.086668022,-0.2360212207,-1,0,0,0
1409764159.22852,Acceleration,-0.3876190186,-0.3209075928,-1.4350585938,,,,,,,,,,,,,,,,
1409764159.46121,Acceleration,-0.0756225586,-0.3590698242,-0.6488189697,,,,,,,,,,,,,,,,
1409764159.46158,Gyro,0.1021018678,0.0553820328,-0.4168299843,,,,,,,,,,,,,,,,
1409764159.46166,Magnetic,12.2732086182,124.734954834,-84.6321258545,,,,,,,,,,,,,,,,
1409764159.47696,Motion,0.0637394041,0.0420416296,-0.3942179978,-0.0908408051,0.4451214396,-0.0736994289,0.0637394041,0.0420416296,-0.3942179978,-0.081876412,-0.430567503,-0.8988369703,-0.0082419943,0.0780131668,0.2138394117,-1,0,0,0
1409764159.71099,Acceleration,-0.1290893555,-0.5367889404,-0.8705749512,,,,,,,,,,,,,,,,
1409764159.71772,Gyro,-0.0720486275,0.1349764609,-0.1435808681,,,,,,,,,,,,,,,,
1409764159.72171,Magnetic,14.6932678223,124.734954834,-87.6487121582,,,,,,,,,,,,,,,,
1409764159.73384,Motion,-0.1098007932,0.1212367117,-0.1208093017,-0.0645130876,0.4654785443,-0.0950734617,-0.1098007932,0.1212367117,-0.1208093017,-0.0576093569,-0.4488504827,-0.8917479515,-0.0668565854,-0.0901814997,-0.0139832515,-1,0,0,0
1409764159.94278,Acceleration,-0.0441589355,-0.2927703857,-0.9620819092,,,,,,,,,,,,,,,,
1409764159.95903,Gyro,0.5147288513,-0.1773617349,0.5895889779,,,,,,,,,,,,,,,,
1409764159.97504,Motion,0.4768040776,-0.1910926253,0.6123617291,-0.00358085,0.4307732663,-0.0849738685,0.4768040776,-0.1910926253,0.6123617291,-0.0032537077,-0.4175735414,-0.9086372852,-0.1189844534,0.1231857315,0.024100557,-1,0,0,0
1409764159.98217,Magnetic,17.4590606689,119.6018218994,-89.6597747803,,,,,,,,,,,,,,,,
1409764160.19326,Acceleration,-0.0536956787,-0.4256744385,-0.6389312744,,,,,,,,,,,,,,,,
1409764160.21612,Gyro,-0.0337704805,-0.1860487001,0.193089299,,,,,,,,,,,,,,,,
1409764160.23184,Motion,-0.0716933236,-0.1997788996,0.2158608586,-0.0756657658,0.4652273184,0.0012140972,-0.0716933236,-0.1997788996,0.2158608586,-0.0675594658,-0.4486259818,-0.8911623955,0.0162289031,0.005632808,0.18986848,-1,0,0,0
1409764160.24245,Magnetic,18.3233795166,112.5865478516,-92.8439483643,,,,,,,,,,,,,,,,
