"","mean_acc","sd_acc","max_acc","min_acc","median_acc","mean_gyro","sd_gyro","max_gyro","min_gyro","median_gyro"
"249",6076.36922383441,1054.05411129955,7081.20851267635,4509.90665091862,6200.90259559042,5875.62490412259,1390.76174543596,7390.48800824411,4404.9112363361,5817.81857743949
"250",5455.65365487877,1443.51792420804,7242.97459611726,3547.6631745418,5925.69734292935,6037.45471472751,1107.64004058997,6970.70161461527,4257.25615860733,6140.6648662828
"251",6226.42341111954,1083.37845733989,7362.12808907859,4561.37468314104,6198.11600407737,5696.57946492384,1357.77069115521,6883.25620618614,3504.46643585011,6196.39661416214
"252",5551.83981006306,1035.26223936194,6817.55425354283,4433.91418500629,5724.39778492026,6308.53889525944,304.13896289119,6721.37426424091,5936.91350787596,6219.38300798399
"253",5530.45901290216,807.756233811685,6586.21697182836,4603.51615615716,5738.0534155757,6188.51833980669,878.848079787011,6996.96355571472,4867.77926779759,6442.44472230845
"254",5669.10663385117,983.338175568722,7222.24141108562,4707.78599768511,5647.37762151603,5992.25604528593,1269.21535196662,6977.23541239652,3798.38807917253,6332.98010418476
"255",5901.78676885368,1044.60957717684,6946.26439174323,4613.87147632008,6076.08327790197,6075.72459245097,939.285018435856,6966.91653459405,4606.65627109295,6267.11720011681
"256",5641.3771544645,814.332703111921,6994.45766303578,4967.63213211284,5576.26048530734,6317.62179990506,272.959688791929,6797.92188834205,6117.81701262795,6213.88831570056
"257",6168.64998884329,1107.93462980879,7902.39615559736,5168.62931539881,5796.49143879295,6204.83975859518,572.176513582714,6867.72058255139,5479.13396441445,6120.17467070998
"258",6022.91894579191,1323.61567893632,7628.33317311194,4827.12927110928,5419.73228121095,5867.30273408505,1396.20540510616,7115.98327710233,3632.99380676598,6168.56587871119
"259",5891.81726640431,644.54121212301,6499.73376377833,5005.35433311169,6032.24410978203,6100.8067177487,1421.88923297157,7731.3937941357,4538.1416901635,6672.94964764459
"260",5818.78368738542,534.770744592233,6452.96172311598,4970.55600511653,5861.70632154154,5917.6716128664,833.106897609183,6617.19850087633,4637.42611800986,6289.90977677741
"261",5682.26809471134,794.026054221102,6763.1361807966,4555.5343265088,5610.41620559473,6004.34562020628,1261.37389040167,7642.52981675571,4676.7291989167,5919.9802364535
"262",5892.97184204573,828.495827430771,6584.98428244138,4531.09456974802,6133.12416309991,6126.54188813114,1086.8104095095,7487.15733773506,4881.88631575951,5891.08461999995
"263",5918.81605783988,862.133018635157,6612.46701315024,4494.4528031786,6096.17855709624,5956.42819943845,1341.44824021205,7547.18020190322,4607.71190505657,5676.12024185535
"264",5533.85626591871,748.975824169465,6610.03071097253,4513.62094110704,5518.86627850322,6173.59690536198,1312.84677963832,7316.38947842445,4674.9684490914,6351.51484696603
"265",5520.87812899871,732.419692478077,6436.56406788591,4495.89568384321,5518.51021562885,5547.804918387,1199.43558993437,6873.12527166499,4487.16625499881,5083.70770206156
"266",6158.96517409752,815.315877631135,7240.41421467032,4989.13158776154,6101.21774730258,5507.46930981614,1560.55006385302,7162.71798970195,3758.72664608641,5305.29725840127
"267",5845.0723295519,1111.48069163769,7418.5502626861,4576.05091754889,5798.5699099002,5603.15963354373,1511.26036846159,7426.4921732942,4116.83628530453,5539.89124441988
"268",5462.20873120536,581.352707854583,6026.65653575845,4549.17179275525,5434.07259796923,5740.47892466137,1367.50882790509,7063.45807660809,3738.65229728575,6433.96339747127
"269",5936.06931678763,1002.97873001656,7652.34042630096,5117.39122991393,5679.4328061876,5587.40209108631,1319.17250223592,7084.29813037255,4322.59968074769,5313.9808994764
"270",5859.63533350211,1076.09939598918,7489.85246850697,4273.70635397426,5901.72559179034,5785.28758117281,1251.60676888131,7317.46574983443,4174.42714632798,5721.23990058099
"271",5987.5133581508,894.022780726083,7570.14378991575,5435.04434204543,5666.9860596264,5969.68009189428,1255.3463667655,7047.44102493948,3855.40062769098,6288.43780282512
"272",5647.26099054848,893.496715599308,6889.82975116222,4370.09107456584,5687.11886635052,6177.73010326745,1036.99612534418,7532.65776469368,4642.41165774859,6350.04519668955
"273",6279.76027579933,936.421832357608,7653.70635705342,5020.39629909831,6305.74095566889,5830.02523348017,816.184091507936,6974.22977826226,4708.64120527355,5846.18183090468
"274",5979.09335335806,1298.49628023602,7736.33847501517,4170.21210491745,6169.85088960827,6353.64405560724,1294.65401490456,7887.22137384263,4763.18685335774,6704.89925353096
"275",6185.77130667154,1055.24602673918,7702.95034386176,5083.72511058574,5753.80621849572,6163.47065615988,1131.83207160787,7194.93988856057,4686.88361280713,6856.48641798407
"276",6270.21855511154,1084.0407459679,7671.91977278178,5070.60676842525,6060.77651790594,6072.60007225673,1577.07869272095,8393.6703533079,4517.28967412983,6373.54579492452
"277",6098.69714777844,907.177146206246,7553.04865600639,5083.55072759189,6036.69255470245,5944.62486551319,1487.71847484757,8264.06709798511,4643.50578765656,5577.32848234708
"278",5941.930584239,1263.52202794667,7644.24548271443,4172.6449645279,6190.71538677074,5952.16954778077,1548.23184410122,8351.99814415688,4632.77897163247,5418.22166397795
"279",5881.74161629101,1261.60263117512,7715.19500725678,4190.27075497515,5808.36190332524,5709.54892783586,1412.78237914072,7493.74919516259,4555.42094652075,4908.65928742259
"280",5906.61577702842,1273.35121949864,7725.21805517488,4176.67870442532,6005.44636142893,5634.80974633314,1629.92788284827,7641.42748444294,3959.77398344906,4743.36852879892
"281",5988.31984094323,1244.31782644433,7786.46447368766,4305.19987921583,5975.1845159794,6024.67400149023,1314.7853694388,7609.07543660858,4872.93515245175,5808.34270845029
"282",5945.92212143048,1295.07669940996,7708.96815403981,4246.65327051786,5800.61151948654,5451.41279575709,1581.86580114114,7430.83346603865,3593.67263394984,4828.46041715162
"283",5900.01638188659,1166.65766908608,7639.10708132829,4449.09170505621,5681.0926765896,5395.0430435969,1621.51393677974,7367.38366043197,3775.316013263,4549.72900291875
"284",5923.05136664099,897.270101566647,7503.92330717739,5340.78589722524,5601.27387296854,5501.81433926868,1541.12271421582,7506.93013155178,4099.60803004385,5010.33272348254
"285",6011.25475553044,484.602754986825,6713.21279269472,5585.97502679702,5734.67026079094,5740.66736866261,1422.71385140001,7274.71573327783,4239.83749688594,5831.20004801756
"286",5891.40512020815,367.136401057543,6412.08842733785,5497.51962252069,5932.3982502863,5911.04761716805,1393.33595534777,7313.6607112991,3908.93207922573,5930.34181139671
"287",5902.11535235108,383.881113662859,6233.11912287901,5262.14880063268,6044.25107023194,5821.82348304915,1445.03016067895,7554.46973652023,4066.59771799474,5615.73841983403
"288",6004.98023689408,822.911108892906,6968.64068524128,5168.27485724202,5852.72688581998,5573.21885989982,1639.16477956645,7504.50884468797,3755.74653031857,5323.49978867286
"289",5951.50959586001,896.401507686609,7062.99610646927,4952.37932715175,5964.82430587859,5448.43211613854,1458.89739008185,7126.63097122336,4116.64110653334,4631.26688930794
"290",5976.21265120915,708.271794164988,6892.50672832461,5030.96551369615,5952.46999152453,5612.22588901339,1469.97354172102,7557.13861193508,4337.30123463889,5009.41064397799
"291",5854.50053186459,801.116191945076,7156.84532458261,5034.69889864329,5640.66139738949,5788.81003236864,1439.12743057564,7693.57251216884,4476.54710686708,5047.74494205086
"292",5819.12526173762,781.212349658473,7126.66934830009,5067.4666254451,5715.20332096768,6043.0433547282,1602.36099743292,8157.40761516795,4248.00976929197,6076.00600723864
"293",6148.94677468268,944.091337026927,7522.63152095063,4992.49687030448,6293.13443365069,5674.96137427428,1504.91245613115,7761.11396643549,4352.60806873304,4899.07797447642
"294",5911.30308596269,524.525769014182,6641.74088624361,5426.22327222167,5607.77799132598,5930.14454637926,1371.76248811901,7913.27473300403,4681.37907031678,5389.39727613395
"295",5661.81059830556,750.462981194618,6339.93075671967,4414.96138148455,5737.10284028446,5716.61658533971,1163.17142772409,7089.01241358766,4562.10751736519,5629.74777410143
"296",5922.15667849309,256.554758725327,6355.58478820006,5687.46938453298,5867.92373842742,5974.18841036582,1517.17205577132,8124.90424558961,4698.52668397233,5112.54085558248
"297",5744.66324273361,752.558658498969,6376.8162118725,4486.6885338744,5917.19747853661,5960.38537969797,1871.76970644813,7893.64845936276,4034.24515863873,5956.8239503952
"298",6017.87644313238,430.699598317117,6291.78194154883,5261.76130207367,6214.73434669576,5831.37570063384,1390.59593253088,7710.11355298999,4713.96955866285,4911.40519607169
"299",5910.68836589913,508.171281686411,6307.61492166413,5028.1585098324,6058.76200225756,5549.77228931765,1555.57888610716,7629.17308756329,4387.85209413444,4460.86236057559
"300",5674.91219073469,562.203063237367,6120.15637055133,5023.11984726624,6053.01181231294,5543.06132845743,1507.22630556915,7375.47517113304,4285.20594604273,4694.15263918846
"301",5528.36357972794,590.228060093853,6193.69057993697,4957.2115145513,5196.67249304783,5525.22669078256,1720.45263501499,7817.11078340329,3898.23998748153,4781.6586034555
"302",6023.63311311866,1062.92316193385,7645.12903749832,4992.90186164319,6133.05030144055,5653.04631488485,1567.07688139688,7656.29205294573,4266.84063447418,4714.96012708485
"303",5677.84837267076,947.702654422826,6986.21936386197,4454.4582162144,5627.60384177849,5600.33037265229,1507.62301204094,7346.50250119062,4187.11081773578,4929.97099382948
"304",5783.7289371324,1847.31972423686,7089.98124115995,4477.47663310486,5783.7289371324,4366.95780798872,253.339209104133,4641.57613316856,4142.35983468361,4316.937456114
"305",9188.81139752685,25.3929302683892,9204.20007387932,9151.12353757723,9199.96098932542,9507.23801967261,244.455222765839,9730.91804507673,9246.28801195377,9544.50800198732
"306",9450.57642756352,44.1048010514275,9499.26202396797,9393.72822685434,9453.67938952871,9622.60451143417,96.7562435116908,9762.56569760224,9522.1237652112,9608.11089652904
