"","mean_acc","sd_acc","max_acc","min_acc","median_acc","mean_gyro","sd_gyro","max_gyro","min_gyro","median_gyro"
"101",5539.09522270029,887.280334687675,6841.40548425541,4683.56765724592,5118.80493865512,6005.69768237579,608.34595191232,6656.3968481454,5312.62326915809,6026.88530609983
"102",5633.93492716671,979.051349809518,6823.01700129789,4199.19682796603,5499.94963613304,5362.05586137241,1562.77979075822,7176.52520374589,3866.65346262113,4434.61182066706
"103",5452.9292641365,713.878351264933,6388.45583846363,4442.75353806623,5350.53735619143,5597.1400423668,1802.82672008924,8076.49484615696,3856.04538355035,4665.96410187648
"104",5446.05347654191,710.066661171457,6660.6172386649,4827.96033537973,5259.80959731434,6314.33399407929,1204.32595837605,8204.51278260934,5405.63955513129,5605.26654138766
"105",6208.67218414502,860.473641246472,7357.47687729972,5229.16446480697,5902.63373419019,6087.2289265208,1496.02339392153,8354.58299378251,4814.93104831211,5210.6030361178
"106",5944.34787317667,727.763665845537,6728.78971286813,4943.0005057657,6036.93854532245,6069.8191664416,1684.21535391789,8435.02465912222,4524.31630194,5318.07455758191
"107",5839.65395797111,1144.84346700346,7517.38797721655,4868.19062897089,5235.44257919042,6130.13979638406,1335.67074759666,7791.26960129092,4434.35925472892,5913.21553809769
"108",5728.21517206814,566.585764126162,6233.20343001895,4999.73139278502,6072.67963917083,5583.87152407833,1218.21088208648,6668.18033649361,3975.13094123955,6063.50443225698
"109",5913.00657775644,293.880101846554,6276.17255976921,5542.14994383948,5886.69533779352,5683.93505077147,947.725526333663,6720.6215486367,4228.20020812638,5750.06965175206
"110",5875.95176688545,416.314834644103,6362.53801560352,5484.00510575984,5737.93002745764,5727.99604826593,995.544242518802,6845.55227866971,4120.59328252619,5808.03142209131
"111",6132.14085828176,611.427933397936,7119.02788307505,5455.40841734145,6045.98279852002,6291.80217599952,1141.41807529481,7744.80251523562,4990.72800300718,6623.17401251092
"112",6279.17042056526,902.707198859546,7143.12109655156,5021.12308154261,6367.36405430065,5811.43002869888,1358.95457132354,7631.30034790926,3945.40112029183,5973.86181627932
"113",5893.64517058496,1138.75798748053,7479.26540510497,4609.00184421747,5999.79249641185,6125.5993261629,1228.2538903422,7356.00570962258,4765.13619952253,6147.60677011795
"114",5679.78546750537,1455.76579637438,6929.85930593111,3236.04944338,6037.32217129416,4979.08897271857,1457.27922931415,7059.13365789316,3412.70493890111,4665.63275451465
"115",5824.84378134188,755.312123365923,6365.20706654544,4490.89445433758,6086.73754978806,6535.99800015696,1399.93015091123,8059.26206299311,4340.08893918086,6905.31317175405
"116",5833.61356355446,1559.11039984083,7568.95904335596,4391.25016367777,5274.74776648135,6369.5554727747,725.330510220871,7172.5943702401,5373.87634766562,6275.44588057295
"117",5529.05780266226,988.236570120977,6952.01172323522,4376.48786128786,5385.38763693014,5813.11989072921,792.581971372408,6559.16839241073,4909.24576691777,5892.03270179417
"118",5906.29672058383,599.735200339118,6414.4908605438,4871.61923799469,6106.57620930092,5834.44340979879,1436.51805499245,7538.15448236503,4554.51808647194,4920.948384204
"119",6173.34103235917,873.537848486394,7586.12977742933,5237.85242251058,6120.16372330022,6290.522799361,977.689694330092,7477.07349168109,5267.41606482723,6282.93633582261
"120",5667.18354417659,822.248195964916,6651.44465511065,4488.77589104201,5770.90850733227,5850.42899753083,1413.92492058912,7138.70590513435,3627.62691025414,5895.1521608861
"121",5849.2544568866,1081.31765602911,7418.10892343864,4392.32797045029,5929.41329306703,5766.92659178466,1232.21390440485,7423.07975169336,4226.71752072456,5625.98560254112
"122",5722.75382267187,875.904878607361,6934.76322595083,4503.83147997347,5774.87549649341,5927.75351856943,1476.91723832435,7947.94602397374,4469.16558207458,5903.84967627056
"123",6179.35451419285,1259.39647645434,7907.86696903786,4570.57731583221,6033.17743813324,5961.1046629285,1255.21591649211,7202.54711890176,4368.61991937957,5909.49177171777
"124",5633.87358050684,615.443213126768,6638.03389566519,5120.63228517729,5403.09883307718,6486.10705038872,475.909827196453,7198.72342849758,5889.17685249815,6391.46524671769
"125",6316.08861749378,836.182527895008,7648.59222340948,5329.62522134531,6183.06671482687,5749.6425045078,1648.2908080635,7891.45613939531,4117.53251353283,5534.11329844267
"126",6277.99108132507,1056.97953078743,7324.05638973377,4931.62214692083,6447.28074462405,5962.11710067141,1383.19362250984,7269.30024142627,4433.99797022958,6623.69874013002
"127",5331.41692339537,1389.58887307247,6889.09152210943,3317.23469172743,5681.88190655174,5860.50672559599,1550.56284911487,7773.32618638894,4469.90659857675,5154.86818454168
"128",5399.28032114739,1204.06032535257,6782.14958549279,3823.81811805949,5491.90039967951,5917.51529200434,1252.53221959296,7335.5241121545,4202.81834011417,6405.01069476078
"129",5918.67479175652,827.852726505359,6417.14344549037,4451.36507152581,6200.07387052767,6172.44402453587,761.521145447879,6791.0418935536,4843.15868003517,6412.18176598262
"130",5615.33426626872,717.184667701041,6429.98125969275,4582.00185508474,5585.22640543783,6211.50905088783,839.68380264428,7012.56194268543,4989.52131972597,6192.81599920424
"131",5706.04000061217,1002.93538638704,7060.91382187886,4431.58989528589,5771.43595650164,6143.28629782573,1007.22295381081,6977.7467709856,4554.44464232468,6523.36791849118
"132",5883.1308387299,1273.65592605755,7836.1851688178,4473.40239638689,5959.96921132987,6145.76697205553,1537.58525177933,8243.89058636758,4707.47384485565,5456.62001609055
"133",5856.85908154865,1162.25938309887,7721.18093299205,5037.37927895051,5151.31759844023,5755.67148012613,1548.76857012818,7943.00956816747,4624.03557512267,5227.8203886072
"134",5675.41389004118,545.706167190284,6141.18270368176,4969.06238640651,6013.6372521129,5699.80561833036,1536.76783918785,7612.58786484596,4460.77056123715,4833.47473356384
"135",6114.84479787198,243.243442712265,6453.03107074497,5866.76588931244,6031.2321295072,5994.9233935058,1261.5625757354,7104.1133155377,3904.8177934444,6436.8883010349
"136",6118.94847411406,194.345604327724,6340.66282024206,5876.59535785815,6103.17851615042,6490.72101672202,336.752288565182,6804.12566021528,6105.39851279177,6691.42361534524
"137",6088.85990821336,1028.65447196323,7748.63639616675,5095.06839993341,5770.7944860305,5777.8298451426,1354.33612915123,6953.7566106386,4011.52988272554,6347.02891123083
"138",5838.41044939161,1288.50495945633,7564.84322375553,4550.88617743841,5170.59928828371,6151.63096840576,1385.74304461147,8190.20884959596,4654.24483670552,5694.43113927985
"139",5777.08508194896,983.79644485203,7258.48475923178,4511.74921732137,5776.85918125066,5881.25547918371,1384.45069818847,7644.37806495728,4511.18465594128,5723.86984478159
"140",5691.90746825593,823.941876600215,6728.64280520225,4488.7708785368,5823.08002692733,5727.25884806573,1423.90768979804,7408.96706700738,4441.59892381111,5000.42798168317
"141",5462.99173234169,890.149237744925,6271.6933120171,4367.66825663305,5920.26097397741,5850.13372144742,1384.79458818976,7105.22138993571,3613.38124199482,6367.36122738454
"142",5872.52792826764,1234.99308283318,7383.37436406959,4549.05803436272,5230.51441064834,6021.39606603098,1204.82323184079,7016.58136131835,3995.95870849537,6199.73959130543
"143",5729.80072202519,611.956989787283,6468.35914278111,4922.81393107641,5902.3983261044,6233.3344745726,1259.82703579932,7687.72437070945,4535.9597661355,6672.87778997937
"144",5861.21630065827,430.650201581617,6408.76680805286,5427.52153381265,5875.60473483368,5814.91539572222,1263.05816403716,7688.91136637691,4619.66697933953,5340.03117968425
"145",5804.79012232788,336.335836116027,6359.68340406973,5527.21105079225,5637.28800044844,5851.02088654509,1391.36604871485,7584.17180712568,4518.13921874924,5203.89258152011
"146",6282.91699411627,877.639052404956,7400.81961677219,5403.3760742706,6006.17973424039,5892.29118962107,1053.05171805209,6952.22424839705,4171.40719661843,6016.29470687732
"147",5877.91560518621,842.547727363609,7134.76145361567,5099.44359709959,5616.12864881139,5830.96907870649,741.832025434945,6976.12650401353,4962.75518235587,5685.63461717335
"148",5610.35937166261,756.341788477235,6386.28569670979,4602.51898420854,5839.34534001886,5840.44809669078,1259.73530446926,6913.61786621158,4042.66224164226,6618.23571656374
"149",5836.23703216002,899.903956294745,7386.30699334925,5045.99782005502,5585.56953228585,6818.70712490748,1057.64101958773,8305.13600129462,5808.07394925375,6580.80927454078
"150",5311.38919899544,1288.32050398695,6639.29823098797,3224.4421222903,5435.06034925096,5691.58014172303,1579.75571305506,7814.32082781351,4299.04245152336,4709.45018022274
"151",5877.32924618921,1193.89694482449,7714.31273672516,4490.06391936685,5890.59530098614,5793.29846659449,1708.41266858814,7630.25661429548,3805.85995538459,5631.08826071835
"152",5379.39876575371,621.191917815495,6051.26788367529,4472.6887886371,5430.72610246549,6016.58995649809,935.580364911448,7007.79637261243,4541.77773564493,6377.83270398338
"153",5840.60681364672,462.052551642578,6329.21582820494,5121.82321053744,5955.10621231897,6136.32933967552,994.187755807102,7131.75511357478,4673.57015567328,6347.13139930158
"154",5676.77880709949,419.454072673732,6398.33079795035,5325.60860371845,5592.40198841249,6310.70257492155,1443.82920167109,8070.38505896714,4326.81880831634,6845.88767071152
"155",5920.76615855171,715.909994123536,6883.60116508794,5098.86840387159,5829.44508508314,5797.54456265687,1236.59999798226,7381.40786029332,4673.68473476763,5451.32442622891
"156",6216.8107989315,1139.72424860614,7666.16964330949,4929.69796235023,6019.91038139273,5688.52943996368,1609.35259136498,7475.83640805495,4392.35130653276,4670.61494880492
"157",5489.30413746765,1005.60273367549,6622.75093899808,4442.45191307683,5377.2798885682,5650.28155490273,1932.59137892817,7810.76507136145,3739.33015391794,5540.15243472596
"158",5442.62594870462,1328.0986326734,7025.63377924013,3352.26759075107,5694.32603562529,6357.42303008868,546.954770179976,6837.89368153674,5548.83366123008,6515.0251726298
"159",5792.25947075241,726.403661436799,6639.19754187206,4775.1839755134,6089.76173589739,6000.50738435274,1044.36435831097,7117.7695944727,4896.92730189044,6008.56105902237
