date,activity,mean_acc,mean_gyro,sd_acc,sd_gyro,min_acc,min_gyro,max_acc,max_gyro,fft_acc,fft_gyro
2014-09-29 15:11:32,Stand,0.8941642925142064,0.18964145339034807,0.6277681464696144,0.3315464541935682,0.5298557810915168,0.010396566231982702,2.415309310616404,0.9803992001150438,8.94164292514,1.8964145339
2014-09-29 15:11:18,Stand,0.8984981387919942,0.019021110302625405,0.042043389672902276,0.007262764654845824,0.821740006923215,0.004975195546011131,0.9447564412016712,0.0269992529646899,8.98498138792,0.190211103026
2014-09-29 15:11:48,Stand,0.14623935127924478,0.0151750302779128,0.029629584271410818,0.0009899157460914305,0.09070179751116905,0.013983498393569445,0.18585298306498768,0.017195443922600136,1.46239351279,0.151750302779
2014-09-29 15:11:15,Stand,0.6780611395085583,0.030140896253236488,0.07299241610811483,0.015411948644558396,0.5787255228617691,0.008832705877730855,0.8128145918630332,0.061850735813438126,6.78061139509,0.301408962532
2014-09-29 15:11:24,Stand,0.9552050284636806,0.014898566716656467,0.03223400080433726,0.004097597053035959,0.8930935450851307,0.00801607073345136,1.001565319742128,0.021709255551597348,9.55205028464,0.148985667167
2014-09-29 15:11:36,Stand,0.3297172019064704,0.015136891872936376,0.07667014839030298,0.0016898116843110543,0.21723623182329752,0.012747058984199536,0.46791697679652916,0.01853338196978212,3.29717201906,0.151368918729
2014-09-29 15:11:28,Stand,0.8054022471448474,0.017475188260293116,0.05201920673526309,0.004539974200672572,0.7293314161526809,0.009396846570338782,0.9020207008215776,0.02405853267961845,8.05402247145,0.174751882603
2014-09-29 15:11:39,Stand,0.09121187924446862,0.01536970779887215,0.02721850926692879,0.000778654458720625,0.05999008339959593,0.014264702576060323,0.15086558226272875,0.016605829431844778,0.912118792445,0.153697077989
2014-09-29 15:11:55,Stand,0.08031021515581509,0.015919748218327038,0.01620151729679723,0.0015416904835553644,0.06635920319670188,0.0145794387085075,0.10359071280043705,0.018058510544410548,0.321240860623,0.0636789928733
2014-09-29 15:11:38,Stand,0.13696823129390512,0.015275121774133881,0.046338855147717475,0.0009420868291374118,0.07293434235762108,0.014102186485871401,0.2120006722212109,0.01731259602405547,1.36968231294,0.152751217741
2014-09-29 15:11:29,Stand,0.7539016292983285,0.020150216585418344,0.037142197729665795,0.007527555946606184,0.6783643760459958,0.009396846570338782,0.8025180237878394,0.03161655701851125,7.53901629298,0.201502165854
2014-09-29 15:11:14,Stand,0.5928693659272557,0.02848204763113495,0.08334763750655762,0.009797421717277776,0.42094610252508635,0.015277820114573026,0.7238523344577075,0.04521573707007264,5.92869365927,0.284820476311
2014-09-29 15:11:37,Stand,0.22138773989290872,0.015167100016572538,0.06219697707349131,0.0011412509324682896,0.14674556884232193,0.013437752938167263,0.31451905255400364,0.01731259602405547,2.21387739893,0.151671000166
2014-09-29 15:11:54,Stand,0.0793262463941115,0.015493134640746337,0.01225164989309285,0.0010410966344231234,0.06290842098285253,0.0145794387085075,0.10359071280043705,0.018058510544410548,0.713936217547,0.139438211767
2014-09-29 15:11:12,Stand,0.45291873868536675,0.056312481448683324,0.10340941455181939,0.0418987695694966,0.3195860054953627,0.017751521723693764,0.636972439785541,0.12770989068372904,3.62334990948,0.450499851589
2014-09-29 15:11:27,Stand,0.868053461924409,0.016421337106991264,0.031249255312262525,0.0038868798541346872,0.8285454613649407,0.009745131964902587,0.9020207008215776,0.02170762240555607,8.68053461924,0.16421337107
2014-09-29 15:11:22,Stand,0.993903729851928,0.019818060117975152,0.044998828950237255,0.006155595442334815,0.9292913984346332,0.010538852459395556,1.0718250200856159,0.03111228767688712,9.93903729852,0.19818060118
2014-09-29 15:11:47,Stand,0.1505263930104636,0.01520280033687808,0.014396889329167085,0.0011137500634034985,0.1334043665819155,0.013891902369189253,0.182572666915351,0.01761314211319128,1.5052639301,0.152028003369
2014-09-29 15:11:17,Stand,0.8913527524038463,0.025410262708597385,0.08606780126221324,0.018244294572914398,0.7492472011308786,0.004975195546011131,1.017164715118021,0.06648468599066976,8.91352752404,0.254102627086
