date,activity,mean_acc,mean_gyro,sd_acc,sd_gyro,min_acc,min_gyro,max_acc,max_gyro,fft_acc,fft_gyro
2014-09-29 15:11:11,Stand,0.4730551621234503,0.1029643049053617,0.1589509660011989,0.023402304445928175,0.3195860054953627,0.08118886123333983,0.636972439785541,0.12770989068372904,1.41916548637,0.308892914716
2014-09-29 15:11:25,Stand,0.9471757684266688,0.015603669730545111,0.03797408511710144,0.003967413534076208,0.8872291919705161,0.010010793987196362,1.002118089807006,0.021709255551597348,10.4189334527,0.171640367036
2014-09-29 15:11:46,Stand,0.16344216316836332,0.014903823363005933,0.022446814091845353,0.0011247563991154603,0.1334043665819155,0.013835628581369984,0.20183348935130335,0.01761314211319128,1.63442163168,0.14903823363
2014-09-29 15:11:16,Stand,0.8114006761480562,0.03601179217656501,0.1274582688132517,0.019032269683301732,0.6693878839247694,0.008832705877730855,1.017164715118021,0.06648468599066976,8.11400676148,0.360117921766
2014-09-29 15:11:23,Stand,0.9603237731366867,0.016386491866481716,0.04081807691622412,0.004178236887973287,0.8930935450851307,0.00801607073345136,1.0317420815743974,0.024306360755656634,9.60323773137,0.163864918665
2014-09-29 15:11:35,Stand,0.5077083234826378,0.07807973112914982,0.17015472568116272,0.14724271371080308,0.33422126911901084,0.012747058984199536,0.7911277644965778,0.48147288086442985,5.07708323483,0.780797311291
2014-09-29 15:11:31,Stand,0.6490326194932408,0.020016682525566314,0.047229221203922846,0.0068329641615809044,0.5776288016470343,0.010396566231982702,0.7325325058108283,0.03348495043242625,6.49032619493,0.200166825256
2014-09-29 15:11:40,Stand,0.09221321163241068,0.01583162193350944,0.020369599005967493,0.0009003419367989798,0.05999008339959593,0.014474470638140174,0.12132327740214512,0.01759501255413443,0.922132116324,0.158316219335
2014-09-29 15:11:26,Stand,0.9130128556136998,0.015003762844603795,0.03661254603807604,0.003848350818023893,0.8792755099384103,0.009745131964902587,1.002118089807006,0.019861540438382376,10.0431414118,0.165041391291
2014-09-29 15:11:51,Stand,0.10651787632155811,0.014550695524088933,0.018281239964544335,0.0007160144038275476,0.07824025197473952,0.013374267272385738,0.12569347538343023,0.015730695654303455,1.06517876322,0.145506955241
2014-09-29 15:11:45,Stand,0.17303785783118608,0.014643677359049551,0.018800414389415696,0.0009408062635840861,0.14005880035574444,0.01328647870937144,0.20183348935130335,0.016227810414499277,1.73037857831,0.14643677359
2014-09-29 15:11:44,Stand,0.16996472645242028,0.015147397026779388,0.01550874224170198,0.0012970770912881574,0.14053415575011274,0.01328647870937144,0.19412364126334689,0.017641306654648175,1.69964726452,0.151473970268
2014-09-29 15:11:34,Stand,1.1924024002530262,0.40854333049470765,0.7724546624634642,0.4316806934948746,0.4485807816089975,0.022479666791749627,2.544324170724139,1.2122555811499272,11.9240240025,4.08543330495
2014-09-29 15:11:20,Stand,0.9509218576642707,0.016181186135405406,0.04239005608569068,0.008974782366873503,0.8958008181711045,0.008117182374403934,1.0310225228262002,0.03657461766086094,9.50921857664,0.161811861354
2014-09-29 15:11:42,Stand,0.14834576467670474,0.018899557628501682,0.011618617993911106,0.008883992120484506,0.1312049065705869,0.014358860047756052,0.16973833603549995,0.04548395546673673,1.63180341144,0.207895133914
2014-09-29 15:11:49,Stand,0.13591240687116274,0.015342555038192702,0.03308688034492199,0.001209117724592613,0.09070179751116905,0.01400630320666422,0.18585298306498768,0.017228409335926988,1.35912406871,0.153425550382
2014-09-29 15:11:52,Stand,0.09232406717354998,0.014724672183683021,0.01646761978129289,0.0006756816466063953,0.06688729603699485,0.013540282544277773,0.12514007466111257,0.015730695654303455,0.923240671735,0.147246721837
2014-09-29 15:11:41,Stand,0.12286480071111752,0.019396179351439783,0.02347961133890948,0.009224116412875325,0.08510826156513408,0.01508628455699116,0.15432028747129434,0.04548395546673673,1.22864800711,0.193961793514
2014-09-29 15:11:43,Stand,0.1599536862340786,0.015620731047324641,0.015050486687235092,0.0010840666291604786,0.14053415575011274,0.013881687965308684,0.18222982886982145,0.017641306654648175,1.75949054857,0.171828041521
2014-09-29 15:11:33,Stand,1.4615978295773977,0.5176248473001811,0.7991509165836379,0.44203274097733036,0.5298557810915168,0.03125443990190767,2.544324170724139,1.2122555811499272,14.6159782958,5.176248473
2014-09-29 15:11:21,Stand,0.9875903736358719,0.02062563129452829,0.042513747359425806,0.0093868542628692,0.9210491016499691,0.009925412782245825,1.0718250200856159,0.03657461766086094,9.87590373636,0.206256312945
2014-09-29 15:11:53,Stand,0.08323007846418115,0.014874563874101843,0.012534436222382277,0.0006174705117374589,0.06290842098285253,0.013540282544277773,0.10496710552535636,0.015603942180802835,0.832300784642,0.148745638741
2014-09-29 15:11:30,Stand,0.7091596466390735,0.02149651900626998,0.05500001354976322,0.006599622560473465,0.6260808868389423,0.012576212339511308,0.7869158318625935,0.03161655701851125,7.09159646639,0.214965190063
2014-09-29 15:11:19,Stand,0.9263084214930704,0.01757324864664856,0.044526284755357956,0.006860141069779862,0.8727772894137135,0.008117182374403934,1.0310225228262002,0.0269992529646899,9.26308421493,0.175732486466
2014-09-29 15:11:50,Stand,0.12167239210838503,0.014836908491307834,0.016816063190293253,0.0012078484056666744,0.09671919455969705,0.013374267272385738,0.15094792616489075,0.017228409335926988,1.21672392108,0.148369084913
2014-09-29 15:11:13,Stand,0.49718943230825047,0.030307523680693282,0.09846438908888085,0.012291701698719347,0.385699989677329,0.015277820114573026,0.6605609154066878,0.05210684273876339,4.97189432308,0.303075236807
