"","educ","conpress"
"1667",12,2
"1668",12,3
"1669",15,1
"1670",19,1
"1671",17,2
"1672",10,1
"1673",12,2
"1674",15,2
"1675",12,2
"1676",14,2
"1677",14,1
"1678",7,1
"1679",8,1
"1680",8,2
"1681",12,2
"1682",12,2
"1683",10,3
"1684",16,2
"1685",8,1
"1686",12,2
"1687",12,2
"1688",13,2
"1689",14,2
"1690",15,2
"1691",12,2
"1692",13,3
"1693",13,2
"1694",12,2
"1695",13,2
"1696",14,2
"1697",14,2
"1698",9,1
"1699",11,3
"1700",11,2
"1701",10,1
"1702",16,1
"1703",12,1
"1704",15,2
"1705",20,2
"1706",16,2
"1707",20,2
"1708",8,2
"1709",12,2
"1710",12,2
"1711",9,2
"1712",12,2
"1713",8,3
"1714",11,2
"1715",7,2
"1716",16,2
"1717",12,2
"1718",12,3
"1719",13,2
"1720",16,1
"1721",15,1
"1722",14,2
"1723",13,2
"1724",12,1
"1725",12,3
"1726",14,2
"1727",9,2
"1728",13,2
"1729",17,2
"1730",8,1
"1731",12,2
"1732",12,2
"1733",14,2
"1734",16,2
"1735",18,2
"1736",12,2
"1737",12,2
"1738",12,1
"1739",12,2
"1740",12,2
"1741",12,2
"1742",12,2
"1743",16,1
"1744",17,1
"1745",12,3
"1746",9,3
"1747",11,2
"1748",16,1
"1749",14,1
"1750",10,2
"1751",12,1
"1752",8,1
"1753",16,2
"1754",14,2
"1755",12,2
"1756",12,2
"1757",8,1
"1758",11,2
"1759",12,2
"1760",13,1
"1761",12,2
"1762",14,2
"1763",8,2
"1764",16,1
"1765",12,2
"1766",12,2
"1767",12,2
"1768",16,1
"1769",15,2
"1770",8,2
"1771",11,2
"1772",13,2
"1773",10,1
"1774",11,3
"1775",18,2
"1776",17,2
"1777",13,2
"1778",9,2
"1779",11,2
"1780",8,2
"1781",14,3
"1782",12,1
"1783",12,2
"1784",12,2
"1785",3,2
"1786",12,2
"1787",10,2
"1788",11,2
"1789",12,1
"1790",15,1
"1791",11,2
"1792",8,1
"1793",8,2
"1794",4,2
"1795",NA,2
"1796",12,2
"1797",8,2
"1798",14,1
"1799",7,1
"1800",12,1
"1801",11,1
"1802",10,2
"1803",12,3
"1804",12,2
"1805",13,2
"1806",16,1
"1807",16,2
"1808",12,2
"1809",16,1
"1810",12,1
"1811",12,2
"1812",8,1
"1813",7,3
"1814",10,2
"1815",6,3
"1816",9,1
"1817",12,3
"1818",16,2
"1819",14,2
"1820",10,3
"1821",8,NA
"1822",12,2
"1823",12,2
"1824",7,2
"1825",11,2
"1826",12,2
"1827",14,2
"1828",9,3
"1829",6,2
"1830",8,2
"1831",12,1
"1832",8,1
"1833",12,2
"1834",13,2
"1835",10,1
"1836",7,3
"1837",10,2
"1838",12,2
"1839",12,2
"1840",12,3
"1841",8,3
"1842",12,2
"1843",12,2
"1844",12,2
"1845",12,2
"1846",14,2
"1847",14,1
"1848",12,1
"1849",12,2
"1850",12,1
"1851",12,2
"1852",20,2
"1853",12,1
"1854",16,2
"1855",14,2
"1856",12,2
"1857",12,2
"1858",9,2
"1859",19,3
"1860",12,3
"1861",10,1
"1862",11,2
"1863",12,2
"1864",13,2
"1865",12,3
"1866",12,1
"1867",12,1
"1868",6,2
"1869",16,3
"1870",10,2
"1871",0,1
"1872",14,1
"1873",11,2
"1874",12,1
"1875",5,1
"1876",11,2
"1877",16,2
"1878",13,1
"1879",14,2
"1880",12,2
"1881",14,2
"1882",12,1
"1883",12,2
"1884",11,2
"1885",12,2
"1886",12,2
"1887",12,2
"1888",1,1
"1889",12,2
"1890",12,2
"1891",16,2
"1892",8,2
"1893",11,1
"1894",10,3
"1895",16,2
"1896",12,2
"1897",11,2
"1898",8,2
"1899",6,2
"1900",4,3
"1901",12,3
"1902",14,3
"1903",8,1
"1904",10,1
"1905",12,2
"1906",12,2
"1907",17,2
"1908",16,2
"1909",17,2
"1910",11,1
"1911",16,1
"1912",12,1
"1913",8,2
"1914",12,2
"1915",11,2
"1916",11,1
"1917",12,1
"1918",12,1
"1919",13,1
"1920",10,1
"1921",9,2
"1922",12,2
"1923",8,2
"1924",10,1
"1925",11,1
"1926",12,2
"1927",13,2
"1928",12,2
"1929",11,2
"1930",11,2
"1931",15,2
"1932",15,2
"1933",12,2
"1934",12,2
"1935",12,2
"1936",13,2
"1937",12,1
"1938",11,2
"1939",16,NA
"1940",15,2
"1941",10,2
"1942",9,2
"1943",6,3
"1944",11,2
"1945",3,2
"1946",13,2
"1947",16,2
"1948",12,1
"1949",10,2
"1950",12,2
"1951",8,1
"1952",9,2
"1953",12,2
"1954",6,2
"1955",12,2
"1956",6,2
"1957",13,2
"1958",12,3
"1959",13,1
"1960",12,2
"1961",13,2
"1962",14,3
"1963",12,2
"1964",12,2
"1965",8,2
"1966",8,2
"1967",12,3
"1968",12,2
"1969",12,2
"1970",14,2
"1971",15,2
"1972",14,2
"1973",12,1
"1974",14,2
"1975",10,2
"1976",13,2
"1977",5,NA
"1978",10,2
"1979",12,2
"1980",16,2
"1981",10,1
"1982",8,2
"1983",12,2
"1984",8,2
"1985",12,2
"1986",17,2
"1987",12,2
"1988",8,3
"1989",8,1
"1990",11,2
"1991",14,2
"1992",12,2
"1993",19,1
"1994",12,3
"1995",11,3
"1996",10,1
"1997",10,1
"1998",12,2
"1999",12,2
"2000",6,2
"2001",9,2
"2002",12,1
"2003",13,2
"2004",14,2
"2005",10,1
"2006",11,2
"2007",7,2
"2008",3,2
"2009",6,2
"2010",9,2
"2011",7,2
"2012",16,1
"2013",13,2
"2014",12,2
"2015",16,2
"2016",16,2
"2017",14,3
"2018",12,1
"2019",8,2
"2020",12,1
"2021",9,2
"2022",10,2
"2023",8,3
"2024",12,2
"2025",12,2
"2026",12,2
"2027",12,2
"2028",NA,2
"2029",4,2
"2030",8,3
"2031",8,2
"2032",16,2
"2033",6,2
"2034",12,2
"2035",9,2
"2036",9,1
"2037",8,2
"2038",8,3
"2039",8,2
"2040",12,3
"2041",17,3
"2042",11,2
"2043",10,2
"2044",12,2
"2045",9,1
"2046",5,3
"2047",8,2
"2048",19,2
"2049",12,2
"2050",16,2
"2051",12,3
"2052",16,1
"2053",8,1
"2054",12,3
"2055",12,1
"2056",12,2
"2057",11,2
"2058",10,1
"2059",5,2
"2060",8,2
"2061",8,1
"2062",12,3
"2063",8,2
"2064",15,NA
"2065",15,3
"2066",14,1
"2067",5,2
"2068",3,2
"2069",14,2
"2070",13,2
"2071",11,2
"2072",16,1
"2073",16,2
"2074",12,2
"2075",14,2
"2076",15,2
"2077",19,2
"2078",13,1
"2079",9,3
"2080",16,3
"2081",12,3
"2082",9,2
"2083",8,1
"2084",8,2
"2085",12,2
"2086",12,1
"2087",12,1
"2088",12,2
"2089",16,1
"2090",16,2
"2091",13,2
"2092",12,1
"2093",8,2
"2094",12,3
"2095",16,2
"2096",6,3
"2097",14,2
"2098",12,3
"2099",8,2
"2100",12,1
"2101",12,3
"2102",11,2
"2103",11,2
"2104",6,1
"2105",7,2
"2106",11,2
"2107",14,2
"2108",16,2
"2109",12,2
"2110",11,2
"2111",12,1
"2112",13,3
"2113",8,1
"2114",12,2
"2115",14,2
"2116",16,1
"2117",12,2
"2118",17,2
"2119",12,2
"2120",13,2
"2121",8,1
"2122",12,2
"2123",13,1
"2124",14,3
"2125",9,2
"2126",12,2
"2127",6,2
"2128",12,2
"2129",12,2
"2130",9,NA
"2131",10,3
"2132",7,2
"2133",12,2
"2134",12,3
"2135",7,2
"2136",14,2
"2137",16,2
"2138",16,2
"2139",12,2
"2140",12,2
"2141",12,3
"2142",12,2
"2143",12,1
"2144",12,2
"2145",8,1
"2146",12,2
"2147",12,2
"2148",11,2
"2149",12,2
"2150",12,2
"2151",12,1
"2152",12,1
"2153",17,1
"2154",17,2
"2155",12,2
"2156",15,3
"2157",12,2
"2158",20,2
"2159",14,1
"2160",12,1
"2161",11,2
"2162",8,2
"2163",10,2
"2164",8,3
"2165",12,3
"2166",11,2
"2167",12,2
"2168",8,1
"2169",14,2
"2170",12,2
"2171",12,2
"2172",12,1
"2173",8,1
"2174",7,2
"2175",14,2
"2176",10,1
"2177",16,2
"2178",12,2
"2179",19,2
"2180",14,3
"2181",11,1
"2182",11,2
"2183",12,2
"2184",4,NA
"2185",8,2
"2186",12,3
"2187",11,2
"2188",0,3
"2189",8,1
"2190",8,1
"2191",12,2
"2192",12,1
"2193",12,1
"2194",16,2
"2195",12,2
"2196",16,2
"2197",16,3
"2198",18,2
"2199",12,2
"2200",13,2
"2201",15,1
"2202",9,2
"2203",11,2
"2204",14,1
"2205",11,2
"2206",19,1
"2207",10,1
"2208",12,2
"2209",10,2
"2210",9,1
"2211",12,2
"2212",20,3
"2213",14,2
"2214",10,1
"2215",9,1
"2216",16,2
"2217",14,3
"2218",11,1
"2219",12,2
"2220",4,1
"2221",9,1
"2222",12,1
"2223",11,1
"2224",13,1
"2225",16,2
"2226",15,2
"2227",18,1
"2228",14,1
"2229",12,2
"2230",12,2
"2231",12,2
"2232",16,1
"2233",12,3
"2234",12,2
"2235",13,2
"2236",12,2
"2237",5,3
"2238",12,2
"2239",7,1
"2240",10,1
"2241",14,1
"2242",8,2
"2243",8,1
"2244",6,2
"2245",20,2
"2246",16,2
"2247",15,1
"2248",12,2
"2249",14,2
"2250",19,3
"2251",16,2
"2252",6,1
"2253",16,2
"2254",16,1
"2255",19,1
"2256",12,1
"2257",17,2
"2258",14,2
"2259",9,1
"2260",12,1
"2261",4,2
"2262",14,1
"2263",12,2
"2264",13,2
"2265",14,2
"2266",10,1
"2267",9,3
"2268",12,3
"2269",14,2
"2270",15,2
"2271",12,2
"2272",16,1
"2273",16,1
"2274",11,3
"2275",12,2
"2276",12,2
"2277",12,2
"2278",19,1
"2279",10,1
"2280",14,2
"2281",12,2
"2282",12,2
"2283",11,NA
"2284",14,3
"2285",17,2
"2286",12,3
"2287",16,1
"2288",16,2
"2289",12,2
"2290",8,2
"2291",11,3
"2292",14,2
"2293",14,2
"2294",15,2
"2295",12,3
"2296",11,2
"2297",9,2
"2298",10,2
"2299",10,2
"2300",12,NA
"2301",6,NA
"2302",8,2
"2303",12,2
"2304",14,3
"2305",19,2
"2306",15,3
"2307",16,2
"2308",8,2
"2309",6,2
"2310",9,1
"2311",12,2
"2312",11,2
"2313",5,1
"2314",12,2
"2315",20,2
"2316",12,2
"2317",16,2
"2318",13,2
"2319",16,2
"2320",11,2
"2321",12,2
"2322",13,3
"2323",18,1
"2324",12,2
"2325",7,2
"2326",12,1
"2327",12,1
"2328",12,2
"2329",15,3
"2330",10,2
"2331",12,2
"2332",17,2
"2333",12,1
"2334",9,1
"2335",5,1
"2336",12,3
"2337",14,2
"2338",12,2
"2339",14,1
"2340",12,1
"2341",15,2
"2342",12,2
"2343",9,2
"2344",5,2
"2345",13,3
"2346",13,2
"2347",12,2
"2348",11,2
"2349",12,3
"2350",14,2
"2351",8,1
"2352",12,3
"2353",12,3
"2354",12,3
"2355",8,3
"2356",13,1
"2357",16,2
"2358",13,2
"2359",14,1
"2360",12,2
"2361",14,1
"2362",9,2
"2363",8,2
"2364",8,1
"2365",8,3
"2366",9,2
"2367",7,2
"2368",3,2
"2369",10,2
"2370",9,3
"2371",7,2
"2372",11,2
"2373",8,NA
"2374",12,2
"2375",8,2
"2376",12,3
"2377",8,2
"2378",10,1
"2379",10,1
"2380",14,1
"2381",11,1
"2382",8,2
"2383",12,2
"2384",12,2
"2385",14,1
"2386",14,3
"2387",13,2
"2388",3,2
"2389",3,2
"2390",12,2
"2391",14,3
"2392",9,3
"2393",9,1
"2394",12,3
"2395",10,2
"2396",13,2
"2397",13,2
"2398",13,2
"2399",12,3
"2400",12,2
"2401",12,2
"2402",14,1
"2403",11,2
"2404",12,2
"2405",14,1
"2406",11,2
"2407",10,2
"2408",15,1
"2409",8,1
"2410",8,2
"2411",15,3
"2412",11,3
"2413",7,3
"2414",10,2
"2415",14,2
"2416",12,3
"2417",12,2
"2418",10,1
"2419",14,2
"2420",11,2
"2421",12,2
"2422",12,3
"2423",12,2
"2424",10,1
"2425",13,2
"2426",9,1
"2427",16,2
"2428",17,2
"2429",10,1
"2430",13,2
"2431",15,2
"2432",17,2
"2433",14,2
"2434",10,2
"2435",12,3
"2436",8,2
"2437",12,3
"2438",8,2
"2439",12,2
"2440",12,3
"2441",14,1
"2442",12,2
"2443",14,3
"2444",7,1
"2445",10,3
"2446",10,2
"2447",11,2
"2448",12,2
"2449",12,2
"2450",10,2
"2451",12,2
"2452",9,2
"2453",14,2
"2454",13,2
"2455",10,2
"2456",20,1
"2457",12,2
"2458",12,2
"2459",14,1
"2460",13,NA
"2461",9,NA
"2462",16,2
"2463",15,2
"2464",9,2
"2465",3,NA
"2466",7,2
"2467",11,2
"2468",9,1
"2469",14,2
"2470",12,3
"2471",16,2
"2472",12,2
"2473",12,2
"2474",16,2
"2475",9,2
"2476",15,3
"2477",10,1
"2478",10,2
"2479",12,2
"2480",8,2
"2481",12,2
"2482",13,1
"2483",12,2
"2484",8,1
"2485",10,2
"2486",16,3
"2487",5,2
"2488",8,2
"2489",11,3
"2490",8,3
"2491",10,3
"2492",10,2
"2493",8,3
"2494",12,2
"2495",13,2
"2496",14,2
"2497",16,3
"2498",14,1
"2499",16,1
"2500",12,2
"2501",12,3
"2502",8,1
"2503",8,1
"2504",12,1
"2505",4,2
"2506",1,2
"2507",0,3
"2508",12,1
"2509",1,2
"2510",12,2
"2511",12,2
"2512",16,2
"2513",9,2
"2514",11,2
"2515",11,3
"2516",13,3
"2517",12,NA
"2518",11,3
"2519",11,2
"2520",11,1
"2521",11,3
"2522",17,3
"2523",6,2
"2524",12,2
"2525",10,2
"2526",5,1
"2527",12,2
"2528",4,2
"2529",12,2
"2530",12,2
"2531",6,1
"2532",14,2
"2533",12,2
"2534",12,2
"2535",8,1
"2536",14,2
"2537",13,2
"2538",10,2
"2539",11,2
"2540",16,2
"2541",0,2
"2542",7,2
"2543",12,2
"2544",14,2
"2545",12,2
"2546",18,3
"2547",9,2
"2548",12,2
"2549",8,2
"2550",12,1
"2551",12,1
"2552",11,2
"2553",12,2
"2554",12,2
"2555",17,NA
"2556",16,3
"2557",12,3
"2558",12,1
"2559",5,1
"2560",11,2
"2561",12,3
"2562",16,2
"2563",12,2
"2564",12,2
"2565",12,1
"2566",9,3
"2567",12,3
"2568",11,3
"2569",13,2
"2570",15,2
"2571",12,2
"2572",16,2
"2573",7,3
"2574",18,1
"2575",12,2
"2576",12,1
"2577",16,2
"2578",12,2
"2579",12,2
"2580",4,3
"2581",7,2
"2582",11,2
"2583",11,2
"2584",9,3
"2585",13,2
"2586",13,3
"2587",12,3
"2588",12,1
"2589",16,2
"2590",10,2
"2591",12,2
"2592",15,2
"2593",10,2
"2594",13,2
"2595",10,2
"2596",12,2
"2597",12,1
"2598",12,2
"2599",12,2
"2600",12,2
"2601",12,2
"2602",NA,NA
"2603",12,3
"2604",12,2
"2605",12,2
"2606",10,3
"2607",12,2
"2608",3,1
"2609",14,1
"2610",12,2
"2611",9,2
"2612",12,2
"2613",12,1
"2614",10,2
"2615",11,2
"2616",12,2
"2617",12,2
"2618",12,2
"2619",9,2
"2620",12,3
"2621",12,2
"2622",19,2
"2623",8,2
"2624",16,2
"2625",12,2
"2626",8,2
"2627",12,2
"2628",13,2
"2629",15,2
"2630",12,1
"2631",11,1
"2632",16,2
"2633",11,2
"2634",13,3
"2635",14,2
"2636",12,3
"2637",9,2
"2638",12,2
"2639",12,2
"2640",12,2
"2641",19,2
"2642",12,2
"2643",13,1
"2644",12,2
"2645",11,2
"2646",4,1
"2647",8,2
"2648",16,2
"2649",12,2
"2650",7,2
"2651",9,2
"2652",17,2
"2653",14,3
"2654",14,2
"2655",12,2
"2656",11,2
"2657",12,3
"2658",12,1
"2659",12,2
"2660",12,2
"2661",12,2
"2662",12,2
"2663",14,2
"2664",12,2
"2665",12,1
"2666",12,2
"2667",2,2
"2668",12,1
"2669",6,1
"2670",8,1
"2671",10,2
"2672",15,2
"2673",12,1
"2674",16,3
"2675",16,2
"2676",12,1
"2677",10,2
"2678",9,2
"2679",14,2
"2680",12,2
"2681",14,2
"2682",16,2
"2683",12,1
"2684",12,2
"2685",19,1
"2686",16,3
"2687",14,2
"2688",12,2
"2689",10,3
"2690",16,1
"2691",16,2
"2692",12,2
"2693",9,2
"2694",13,1
"2695",14,3
"2696",13,1
"2697",10,2
"2698",12,2
"2699",15,3
"2700",11,3
"2701",12,2
"2702",10,2
"2703",7,1
"2704",12,2
"2705",4,3
"2706",10,2
"2707",7,1
"2708",14,2
"2709",14,1
"2710",13,2
"2711",14,1
"2712",12,3
"2713",14,1
"2714",8,2
"2715",12,2
"2716",11,3
"2717",13,1
"2718",14,3
"2719",14,3
"2720",10,3
"2721",12,1
"2722",12,2
"2723",12,3
"2724",13,1
"2725",8,3
"2726",8,3
"2727",10,2
"2728",10,2
"2729",8,2
"2730",7,2
"2731",8,1
"2732",15,2
"2733",14,2
"2734",8,1
"2735",16,2
"2736",12,2
"2737",11,2
"2738",9,2
"2739",16,2
"2740",12,2
"2741",12,2
"2742",12,3
"2743",9,1
"2744",14,3
"2745",8,2
"2746",12,2
"2747",11,2
"2748",12,1
"2749",10,2
"2750",17,2
"2751",12,2
"2752",9,2
"2753",13,2
"2754",11,2
"2755",16,3
"2756",16,2
"2757",12,2
"2758",12,2
"2759",12,3
"2760",17,1
"2761",12,3
"2762",12,2
"2763",12,2
"2764",12,1
"2765",6,3
"2766",14,2
"2767",14,2
"2768",11,1
"2769",12,2
"2770",12,2
"2771",8,2
"2772",12,2
"2773",12,2
"2774",9,1
"2775",16,2
"2776",14,2
"2777",12,2
"2778",16,2
"2779",16,2
"2780",20,2
"2781",12,2
"2782",14,2
"2783",9,2
"2784",3,2
"2785",12,2
"2786",14,3
"2787",13,1
"2788",12,NA
"2789",3,3
"2790",12,1
"2791",12,2
"2792",12,1
"2793",5,NA
"2794",0,1
"2795",3,2
"2796",12,3
"2797",8,3
"2798",12,1
"2799",7,2
"2800",13,1
"2801",13,2
"2802",12,1
"2803",12,2
"2804",0,1
"2805",12,1
"2806",12,2
"2807",7,2
"2808",8,3
"2809",12,2
"2810",9,2
"2811",7,2
"2812",16,2
"2813",11,2
"2814",12,2
"2815",13,2
"2816",12,1
"2817",13,2
"2818",7,2
"2819",10,2
"2820",9,2
"2821",8,2
"2822",2,1
"2823",11,3
"2824",10,1
"2825",9,2
"2826",8,2
"2827",6,3
"2828",8,1
"2829",12,2
"2830",12,2
"2831",7,2
"2832",12,1
"2833",12,2
"2834",12,1
"2835",12,2
"2836",13,1
"2837",13,2
"2838",14,1
"2839",12,2
"2840",17,1
"2841",16,3
"2842",7,2
"2843",12,2
"2844",13,2
"2845",14,3
"2846",12,2
"2847",13,2
"2848",13,1
"2849",12,2
"2850",8,2
"2851",7,3
"2852",12,2
"2853",11,3
"2854",12,2
"2855",13,2
"2856",9,3
"2857",13,2
"2858",12,2
"2859",10,1
"2860",7,2
"2861",17,2
"2862",12,1
"2863",8,2
"2864",14,2
"2865",12,2
"2866",4,3
"2867",12,2
"2868",10,2
"2869",7,2
"2870",5,2
"2871",6,1
"2872",11,2
"2873",0,NA
"2874",11,2
"2875",12,3
"2876",9,3
"2877",4,2
"2878",16,2
"2879",4,NA
"2880",12,NA
"2881",16,3
"2882",8,2
"2883",8,2
"2884",12,1
"2885",5,2
"2886",7,2
"2887",9,1
"2888",12,2
"2889",8,1
"2890",11,2
"2891",12,2
"2892",5,1
"2893",10,2
"2894",12,3
"2895",3,2
"2896",12,2
"2897",11,2
"2898",16,1
"2899",12,2
"2900",10,1
"2901",16,2
"2902",12,2
"2903",19,1
"2904",13,1
"2905",8,2
"2906",5,2
"2907",13,2
"2908",16,2
"2909",12,3
"2910",6,2
"2911",10,1
"2912",8,2
"2913",13,2
"2914",2,1
"2915",16,3
"2916",10,2
"2917",15,2
"2918",17,2
"2919",9,2
"2920",14,2
"2921",14,2
"2922",14,1
"2923",17,3
"2924",16,2
"2925",10,3
"2926",13,2
"2927",12,2
"2928",10,2
"2929",16,2
"2930",8,2
"2931",12,2
"2932",10,2
"2933",8,2
"2934",8,2
"2935",10,2
"2936",7,3
"2937",5,1
"2938",2,2
"2939",12,2
"2940",12,1
"2941",19,2
"2942",14,2
"2943",12,2
"2944",16,3
"2945",16,3
"2946",18,2
"2947",20,2
"2948",15,3
"2949",14,2
"2950",8,2
"2951",12,2
"2952",8,1
"2953",9,1
"2954",2,1
"2955",2,1
"2956",6,1
"2957",4,3
"2958",12,2
"2959",12,1
"2960",16,2
"2961",14,2
"2962",12,3
"2963",11,3
"2964",12,1
"2965",11,2
"2966",12,2
"2967",11,2
"2968",14,3
"2969",18,2
"2970",17,2
"2971",18,2
"2972",20,2
"2973",7,2
"2974",6,NA
"2975",4,2
"2976",3,3
"2977",4,2
"2978",13,3
"2979",12,2
"2980",NA,1
"2981",8,2
"2982",13,2
"2983",13,1
"2984",10,1
"2985",16,2
"2986",12,2
"2987",8,2
"2988",12,2
"2989",12,1
"2990",12,3
"2991",11,NA
"2992",12,2
"2993",7,1
"2994",10,2
"2995",8,1
"2996",14,2
"2997",8,3
"2998",11,3
"2999",12,3
"3000",12,2
"3001",12,2
"3002",12,3
"3003",9,1
"3004",14,2
"3005",6,2
"3006",10,2
"3007",12,NA
"3008",1,3
"3009",16,1
"3010",8,2
"3011",12,2
"3012",8,1
"3013",12,2
"3014",8,1
"3015",12,1
"3016",12,2
"3017",8,1
"3018",12,1
"3019",12,1
"3020",12,1
"3021",16,2
"3022",12,2
"3023",12,2
"3024",16,2
"3025",16,1
"3026",12,2
"3027",10,2
"3028",12,2
"3029",12,3
"3030",12,2
"3031",12,1
"3032",15,2
"3033",2,2
"3034",12,2
"3035",12,2
"3036",6,2
"3037",12,3
"3038",8,1
"3039",16,2
"3040",16,2
"3041",8,1
"3042",11,2
"3043",16,1
"3044",20,2
"3045",19,2
"3046",12,2
"3047",17,2
"3048",14,1
"3049",11,1
"3050",5,1
"3051",14,1
"3052",8,1
"3053",12,2
"3054",11,2
"3055",8,2
"3056",5,2
"3057",10,2
"3058",17,2
"3059",16,1
"3060",18,2
"3061",14,2
"3062",12,2
"3063",18,2
"3064",13,2
"3065",12,2
"3066",16,1
"3067",14,2
"3068",15,1
"3069",12,NA
"3070",12,3
"3071",13,3
"3072",14,3
"3073",11,2
"3074",8,2
"3075",11,3
"3076",15,NA
"3077",10,2
"3078",15,2
"3079",14,1
"3080",20,1
"3081",14,1
"3082",16,2
"3083",15,3
"3084",12,2
"3085",12,3
"3086",17,1
"3087",12,2
"3088",12,3
"3089",12,1
"3090",8,2
"3091",10,1
"3092",12,1
"3093",16,1
"3094",NA,3
"3095",12,1
"3096",14,2
"3097",8,NA
"3098",11,2
"3099",12,1
"3100",11,3
"3101",17,3
"3102",12,3
"3103",12,3
"3104",13,2
"3105",16,2
"3106",16,2
"3107",12,2
"3108",13,1
"3109",12,2
"3110",14,2
"3111",12,1
"3112",16,1
"3113",14,2
"3114",11,1
"3115",16,2
"3116",14,1
"3117",16,2
"3118",14,1
"3119",16,2
"3120",10,NA
"3121",10,3
"3122",12,2
"3123",16,2
"3124",17,2
"3125",10,1
"3126",12,3
"3127",11,1
"3128",6,2
"3129",5,2
"3130",11,2
"3131",12,2
"3132",14,1
"3133",12,3
"3134",8,3
"3135",0,1
"3136",8,2
"3137",10,3
"3138",8,3
"3139",12,2
"3140",3,2
"3141",8,2
"3142",3,2
"3143",9,1
"3144",15,3
"3145",7,2
"3146",12,2
"3147",13,2
"3148",12,2
"3149",8,2
"3150",12,2
"3151",8,2
"3152",12,1
"3153",10,1
"3154",14,2
"3155",12,1
"3156",8,1
"3157",16,2
"3158",16,2
"3159",17,2
"3160",13,1
"3161",12,1
"3162",12,2
"3163",14,3
"3164",13,2
"3165",10,1
"3166",8,1
"3167",12,2
"3168",14,2
"3169",14,2
"3170",12,1
"3171",14,2
"3172",15,2
"3173",14,1
"3174",5,1
"3175",8,2
"3176",9,2
"3177",14,2
"3178",12,2
"3179",12,3
"3180",13,1
"3181",12,2
"3182",11,2
"3183",16,1
"3184",17,2
"3185",14,3
"3186",16,2
"3187",16,1
"3188",11,2
"3189",12,2
"3190",12,3
"3191",12,3
"3192",11,3
"3193",12,3
"3194",12,2
"3195",12,2
"3196",8,1
"3197",7,1
"3198",11,3
"3199",12,2
"3200",11,2
"3201",12,3
"3202",13,1
"3203",20,2
"3204",16,2
"3205",9,2
"3206",12,2
"3207",16,2
"3208",11,2
"3209",4,1
"3210",9,2
"3211",10,3
"3212",14,1
"3213",11,2
"3214",7,1
"3215",3,3
"3216",10,1
"3217",12,2
"3218",16,1
"3219",10,1
"3220",15,3
"3221",14,2
"3222",12,2
"3223",14,1
"3224",14,1
"3225",12,2
"3226",12,2
"3227",16,3
"3228",20,2
"3229",16,2
"3230",18,2
"3231",12,2
"3232",12,2
"3233",12,2
"3234",20,1
"3235",12,1
"3236",17,2
"3237",12,2
"3238",11,3
"3239",12,2
"3240",12,3
"3241",8,2
"3242",12,2
"3243",12,2
"3244",16,2
"3245",9,1
"3246",11,2
"3247",15,3
"3248",11,2
"3249",13,2
"3250",8,1
"3251",16,2
"3252",13,2
"3253",10,2
"3254",12,2
"3255",10,2
"3256",12,2
"3257",7,2
"3258",8,2
"3259",9,3
"3260",12,2
"3261",12,2
"3262",12,2
"3263",16,2
"3264",19,2
"3265",18,2
"3266",13,2
"3267",15,2
"3268",11,1
"3269",13,3
"3270",20,2
"3271",12,1
"3272",13,2
"3273",16,2
"3274",12,1
"3275",14,3
"3276",16,1
"3277",10,1
"3278",13,2
"3279",8,3
"3280",13,2
"3281",12,2
"3282",14,3
"3283",12,3
"3284",7,2
"3285",9,3
"3286",11,3
"3287",12,1
"3288",13,2
"3289",12,2
"3290",12,2
"3291",11,2
"3292",20,1
"3293",20,2
"3294",16,2
"3295",15,2
"3296",13,2
"3297",12,3
"3298",14,2
"3299",14,3
"3300",10,3
"3301",10,2
"3302",12,3
"3303",12,NA
"3304",10,NA
"3305",12,2
"3306",13,2
"3307",15,1
"3308",11,2
"3309",8,2
"3310",11,2
"3311",10,2
"3312",15,2
"3313",9,2
"3314",16,2
"3315",8,1
"3316",13,2
"3317",12,1
"3318",11,3
"3319",12,3
"3320",12,1
"3321",15,2
"3322",8,3
"3323",20,1
"3324",10,1
"3325",12,2
"3326",16,2
"3327",14,2
"3328",6,1
"3329",11,2
"3330",16,1
"3331",8,NA
"3332",12,2
"3333",12,1
"3334",8,2
"3335",8,1
"3336",10,1
"3337",10,1
"3338",16,2
"3339",18,3
"3340",12,2
"3341",17,2
"3342",12,2
"3343",12,2
"3344",12,2
"3345",7,2
"3346",13,1
"3347",16,3
"3348",12,2
"3349",4,1
"3350",8,3
"3351",6,1
"3352",11,3
"3353",12,2
"3354",13,2
"3355",12,1
"3356",10,3
"3357",12,1
"3358",13,1
"3359",11,2
"3360",7,2
"3361",9,2
"3362",16,2
"3363",20,2
"3364",17,2
"3365",12,2
"3366",16,2
"3367",12,3
"3368",8,2
"3369",18,2
"3370",13,1
"3371",13,2
"3372",10,1
"3373",11,3
"3374",10,2
"3375",9,2
"3376",11,2
"3377",12,2
"3378",13,2
"3379",8,2
"3380",8,3
"3381",13,1
"3382",12,2
"3383",7,1
"3384",NA,1
"3385",12,2
"3386",12,2
"3387",8,NA
"3388",11,3
"3389",18,2
"3390",12,2
"3391",9,3
"3392",12,2
"3393",14,1
"3394",15,2
"3395",12,3
"3396",12,1
"3397",12,2
"3398",0,2
"3399",16,1
"3400",9,2
"3401",12,2
"3402",12,2
"3403",14,3
"3404",11,1
"3405",8,2
"3406",12,2
"3407",12,3
"3408",13,3
"3409",12,2
"3410",10,2
